object_name	pathname	database_file	object_id	status
pelt_mouflon.p3d	images/gear/consumables/pelt_mouflon.p3d.jpg	database/gear/consumables/objects.json	dzobj_8wz2staz2e	missing_file
Stone	images/gear/consumables/stone.jpg	database/gear/consumables/objects.json	dzobj_m7tqi6uz5t	missing_file
stone.p3d	images/gear/consumables/stone.jpg	database/gear/consumables/objects.json	dzobj_mwel6mdvbg	missing_file
55galdrum.p3d	images/gear/containers/55galdrum.p3d.jpg	database/gear/containers/objects.json	dzobj_7dsprn6z5x	missing_file
christmasbox1.p3d	images/gear/containers/christmasbox1.p3d.jpg	database/gear/containers/objects.json	dzobj_fckeae8zzt	missing_file
christmasbox2.p3d	images/gear/containers/christmasbox2.p3d.jpg	database/gear/containers/objects.json	dzobj_k800b9l9a0	missing_file
christmasbox3.p3d	images/gear/containers/christmasbox3.p3d.jpg	database/gear/containers/objects.json	dzobj_jlb7y8b7hk	missing_file
teddybear.p3d	images/gear/containers/teddybear.p3d.jpg	database/gear/containers/objects.json	dzobj_w31iodm72n	missing_file
wallet.p3d	images/gear/containers/wallet.p3d.jpg	database/gear/containers/objects.json	dzobj_8qribjafts	missing_file
cookingpot.p3d	images/gear/cooking/cookingpot.p3d.jpg	database/gear/cooking/objects.json	dzobj_eh8zwtqglj	missing_file
LighterZippo	images/gear/cooking/lighterzippo.jpg	database/gear/cooking/objects.json	dzobj_r51cu9zmna	missing_file
log01burned.p3d	images/gear/cooking/log01burned.p3d.jpg	database/gear/cooking/objects.json	dzobj_bylsilxm79	missing_file
log02.p3d	images/gear/cooking/log02.p3d.jpg	database/gear/cooking/objects.json	dzobj_jjuu3qf59b	missing_file
log02burned.p3d	images/gear/cooking/log02burned.p3d.jpg	database/gear/cooking/objects.json	dzobj_0ffw610fs4	missing_file
log03.p3d	images/gear/cooking/log03.p3d.jpg	database/gear/cooking/objects.json	dzobj_h149rurl12	missing_file
log03burned.p3d	images/gear/cooking/log03burned.p3d.jpg	database/gear/cooking/objects.json	dzobj_jyukuga8d6	missing_file
oven.p3d	images/gear/cooking/ovenindoor/ovenindoor.jpg	database/gear/cooking/objects.json	dzobj_vm6751mxmy	missing_file
ovenindoor.p3d	images/gear/cooking/ovenindoor/ovenindoor.jpg	database/gear/cooking/objects.json	dzobj_ufsnywcl2l	missing_file
stone.p3d	images/gear/cooking/stone.p3d.jpg	database/gear/cooking/objects.json	dzobj_qbz2l2njuo	missing_file
stoneground.p3d	images/gear/cooking/stoneground.p3d.jpg	database/gear/cooking/objects.json	dzobj_ddk72mt2he	missing_file
advanced_spear.p3d	images/gear/crafting/advanced_spear.p3d.jpg	database/gear/crafting/objects.json	dzobj_wyuwxkt216	missing_file
basic_spear.p3d	images/gear/crafting/basic_spear.p3d.jpg	database/gear/crafting/objects.json	dzobj_ij9ymb5tu1	missing_file
grass.p3d	images/gear/crafting/grass.p3d.jpg	database/gear/crafting/objects.json	dzobj_s3vr8z5zv0	missing_file
rabbit_snare.p3d	images/gear/crafting/rabbit_snare.p3d.jpg	database/gear/crafting/objects.json	dzobj_clhp0p7ozy	missing_file
waterbottlefishtrap.p3d	images/gear/crafting/waterbottlefishtrap.p3d.jpg	database/gear/crafting/objects.json	dzobj_kbr7l24so5	missing_file
wooden_bait.p3d	images/gear/crafting/wooden_bait.p3d.jpg	database/gear/crafting/objects.json	dzobj_yoccdf65nk	missing_file
cannabis_plant.p3d	images/gear/cultivation/cannabis_plant.p3d.jpg	database/gear/cultivation/objects.json	dzobj_507ywacsu6	missing_file
clutter_cutter_2m_x_2m.p3d	images/gear/cultivation/clutter_cutter_2m_x_2m.p3d.jpg	database/gear/cultivation/objects.json	dzobj_fvh7ujcblq	missing_file
clutter_cutter_6m_x_6m.p3d	images/gear/cultivation/clutter_cutter_6m_x_6m.p3d.jpg	database/gear/cultivation/objects.json	dzobj_sdfofhlvzl	missing_file
compost.p3d	images/gear/cultivation/compost.p3d.jpg	database/gear/cultivation/objects.json	dzobj_zd28on22mu	missing_file
garden_plot_greenhouse.p3d	images/gear/cultivation/gardenplotgreenhouse.jpg	database/gear/cultivation/objects.json	dzobj_p5bfkch1oi	missing_file
garden_plot_outside.p3d	images/gear/cultivation/garden_plot_outside.p3d.jpg	database/gear/cultivation/objects.json	dzobj_fxq10brk1o	missing_file
garden_plot_outside_placing.p3d	images/gear/cultivation/garden_plot_outside_placing.p3d.jpg	database/gear/cultivation/objects.json	dzobj_9dshuqtrgj	missing_file
garden_plot_polytunnel.p3d	images/gear/cultivation/gardenplotpolytunnel.jpg	database/gear/cultivation/objects.json	dzobj_722b2wqmiq	missing_file
GardenPlot	images/gear/cultivation/gardenplot.jpg	database/gear/cultivation/objects.json	dzobj_fd80xfaign	missing_file
pepper_plant.p3d	images/gear/cultivation/plant_pepper.jpg	database/gear/cultivation/objects.json	dzobj_2xhu5jzpwx	missing_file
Plant_Cannabis	images/gear/cultivation/plant_cannabis.jpg	database/gear/cultivation/objects.json	dzobj_0ka6xt4vn0	missing_file
Plant_Pepper	images/gear/cultivation/plant_pepper.jpg	database/gear/cultivation/objects.json	dzobj_wzufgqmfw4	missing_file
Plant_Potato	images/gear/cultivation/plant_potato.jpg	database/gear/cultivation/objects.json	dzobj_198qw11gpn	missing_file
Plant_Pumpkin	images/gear/cultivation/plant_pumpkin.jpg	database/gear/cultivation/objects.json	dzobj_h10b6zqnzi	missing_file
Plant_Tomato	images/gear/cultivation/plant_tomato.jpg	database/gear/cultivation/objects.json	dzobj_mrkj0w2rum	missing_file
Plant_Zucchini	images/gear/cultivation/plant_zucchini.jpg	database/gear/cultivation/objects.json	dzobj_vrojlcxmo6	missing_file
potato_plant.p3d	images/gear/cultivation/plant_potato.jpg	database/gear/cultivation/objects.json	dzobj_wnfe6tmw7w	missing_file
potatoes_seeds_pack.p3d	images/gear/cultivation/potatoes_seeds_pack.p3d.jpg	database/gear/cultivation/objects.json	dzobj_xgqrvbcad1	missing_file
pumpkin_plant.p3d	images/gear/cultivation/plant_pumpkin.jpg	database/gear/cultivation/objects.json	dzobj_5lqm3srecp	missing_file
soil_cultivated.p3d	images/gear/cultivation/soil_cultivated.p3d.jpg	database/gear/cultivation/objects.json	dzobj_ilc2zzl1vv	missing_file
tomato_plant.p3d	images/gear/cultivation/tomato_plant.p3d.jpg	database/gear/cultivation/objects.json	dzobj_kdf82iwfd4	missing_file
zucchini_plant.p3d	images/gear/cultivation/plant_zucchini.jpg	database/gear/cultivation/objects.json	dzobj_edz2l62oux	missing_file
milkbottle.p3d	images/gear/drinks/milkbottle.p3d.jpg	database/gear/drinks/objects.json	dzobj_36k950qyuj	missing_file
sodacan_used.p3d	images/gear/drinks/sodacan_used.p3d.jpg	database/gear/drinks/objects.json	dzobj_8f5pjiwboo	missing_file
TestObject	images/gear/drinks/testobject.jpg	database/gear/drinks/objects.json	dzobj_5b4p287l8g	missing_file
bakedbeans_open.p3d	images/gear/food/bakedbeans_open.p3d.jpg	database/gear/food/objects.json	dzobj_craos05c1w	missing_file
blueberries.p3d	images/gear/food/blueberries.p3d.jpg	database/gear/food/objects.json	dzobj_u0x4pjdyzw	missing_file
eeg.p3d	images/gear/food/eeg.p3d.jpg	database/gear/food/objects.json	dzobj_dgbulen4y5	missing_file
food_can.p3d	images/gear/food/food_can.p3d.jpg	database/gear/food/objects.json	dzobj_7dcoeag4hx	missing_file
food_can_open.p3d	images/gear/food/food_can_open.p3d.jpg	database/gear/food/objects.json	dzobj_2m9bvgjb3n	missing_file
food_can_proxied.p3d	images/gear/food/food_can_proxied.p3d.jpg	database/gear/food/objects.json	dzobj_kgvhwefg7s	missing_file
foodcan_100g.p3d	images/gear/food/foodcan_100g.p3d.jpg	database/gear/food/objects.json	dzobj_78xpl4t5yh	missing_file
foodcan_100g_open.p3d	images/gear/food/foodcan_100g_open.p3d.jpg	database/gear/food/objects.json	dzobj_ji9wm3wz64	missing_file
foodcan_250g.p3d	images/gear/food/foodcan_250g.p3d.jpg	database/gear/food/objects.json	dzobj_qtoszyoi34	missing_file
foodcan_250g_open.p3d	images/gear/food/foodcan_250g_open.p3d.jpg	database/gear/food/objects.json	dzobj_0zirihb9tk	missing_file
gallus_gallus_female_dead.p3d	images/gear/food/gallus_gallus_female_dead.p3d.jpg	database/gear/food/objects.json	dzobj_cu04gukzzz	missing_file
lepus_europaeus_dead.p3d	images/gear/food/lepus_europaeus_dead.p3d.jpg	database/gear/food/objects.json	dzobj_3j1t1ncl2u	missing_file
meat.p3d	images/gear/food/meat.p3d.jpg	database/gear/food/objects.json	dzobj_59aeu9frer	missing_file
Potato	images/gear/food/potato/potato.jpg	database/gear/food/objects.json	dzobj_n3vtp2bx5f	missing_file
potato_fresh.p3d	images/gear/food/potato_fresh.p3d.jpg	database/gear/food/objects.json	dzobj_2o5gz3s50s	missing_file
potato_prepared.p3d	images/gear/food/potato/potato.jpg	database/gear/food/objects.json	dzobj_cel05ktnc0	missing_file
potato_rotten.p3d	images/gear/food/potato_rotten.p3d.jpg	database/gear/food/objects.json	dzobj_aby4chxu1o	missing_file
spaghetti_open.p3d	images/gear/food/spaghetti_open.p3d.jpg	database/gear/food/objects.json	dzobj_e2dszt70i8	missing_file
tuna_open.p3d	images/gear/food/tuna_open.p3d.jpg	database/gear/food/objects.json	dzobj_3d8zy0i8y7	missing_file
cigarettes_lit.p3d	images/gear/medical/cigarettes_lit.p3d.jpg	database/gear/medical/objects.json	dzobj_mcoalkt6qh	missing_file
cigarettes_unlit.p3d	images/gear/medical/cigarettes_unlit.p3d.jpg	database/gear/medical/objects.json	dzobj_a2ozlhatum	missing_file
dexamphetamine.p3d	images/gear/medical/dexamphetamine.p3d.jpg	database/gear/medical/objects.json	dzobj_l1kuxxyika	missing_file
improvised_fixture.p3d	images/gear/medical/improvised_fixture.p3d.jpg	database/gear/medical/objects.json	dzobj_ob43kaxxma	missing_file
improvised_fixture_f.p3d	images/gear/medical/improvised_fixture_f.p3d.jpg	database/gear/medical/objects.json	dzobj_rn9erzb8sv	missing_file
improvised_fixture_m.p3d	images/gear/medical/improvised_fixture_m.p3d.jpg	database/gear/medical/objects.json	dzobj_t0eegtt7zg	missing_file
map_1stperson.p3d	images/gear/navigation/map_1stperson.p3d.jpg	database/gear/navigation/objects.json	dzobj_dokmmxlah9	missing_file
map_chernarus.p3d	images/gear/navigation/map_chernarus.p3d.jpg	database/gear/navigation/objects.json	dzobj_zmrjur3mxk	missing_file
Absolute90s	images/gear/radio/absolute90s.jpg	database/gear/radio/objects.json	dzobj_2ovsiqy8q9	missing_file
cassette.p3d	images/gear/radio/cassette.p3d.jpg	database/gear/radio/objects.json	dzobj_v5pt4n5jfe	missing_file
walkietalkie.p3d	images/gear/radio/walkietalkie.p3d.jpg	database/gear/radio/objects.json	dzobj_mhjh5izpwq	missing_file
catle_prod.p3d	images/gear/tools/catle_prod.p3d.jpg	database/gear/tools/objects.json	dzobj_rzyr9u39p0	missing_file
CattleProd	images/gear/tools/cattleprod.jpg	database/gear/tools/objects.json	dzobj_vo0r4caz85	missing_file
doorcheck120x220-1cm.p3d	images/gear/tools/doorcheck120x220-1cm.p3d.jpg	database/gear/tools/objects.json	dzobj_876gl4yk33	missing_file
improvised_fish_trap.p3d	images/gear/tools/improvised_fish_trap.p3d.jpg	database/gear/tools/objects.json	dzobj_zamiq9rl20	missing_file
pressure_monitor.p3d	images/gear/tools/pressure_monitor.p3d.jpg	database/gear/tools/objects.json	dzobj_q60sei5kjr	missing_file
walkietalkie.p3d	images/gear/tools/walkietalkie.p3d.jpg	database/gear/tools/objects.json	dzobj_apf44t9q2x	missing_file
tripwire_g.p3d	images/gear/traps/tripwire_g.p3d.jpg	database/gear/traps/objects.json	dzobj_q3ue4ij9vs	missing_file
t_fagussylvatica_2f_cut.p3d	images/plants/tree/cutted_cut/t_fagussylvatica_2f_cut.p3d.jpg	database/plants/tree/cutted_cut/objects.json	dzobj_po5go69i76	missing_file
t_fagussylvatica_2f_stump.p3d	images/plants/tree/cutted_stump/t_fagussylvatica_2f_stump.p3d.jpg	database/plants/tree/cutted_stump/objects.json	dzobj_ff3xg0491h	missing_file
ChristmasTree_Green	images/plants/tree/christmastree_green.jpg	database/plants/tree/objects.json	dzobj_eihzm981o6	missing_file
t_piceaabies_2s_green_xmas.p3d	images/tree/christmas_tree_green.jpg	database/plants/tree/objects.json	dzobj_bdemhtj8xe	missing_file
c_birchleaves.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_birchleaves.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_lz4kd7fpuh	missing_file
c_birchleaves_sparse.p3d	images/plants_sakhal/plants_sakhal/dzplants_sakhalplants_sakhalc_birchleaves_sparse.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_0imwqhy3nx	missing_file
c_browngrass.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_browngrass.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_708js5penm	missing_file
c_browngrass_flat.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_browngrass_flat.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_336vtun8mw	missing_file
c_browngrass_lump.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_browngrass_lump.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_yeqweqszkk	missing_file
c_browngrass_tall.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_browngrass_tall.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_ktz5m9h1gt	missing_file
c_browngrass_tall2.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_browngrass_tall2.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_rh0gkndd8h	missing_file
c_drythistle.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_drythistle.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_3goafvams6	missing_file
c_greengrass_tall.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_greengrass_tall.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_4os14xzyy9	missing_file
c_greengrass_tall2.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_greengrass_tall2.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_78a6zla8ac	missing_file
c_piceacluster.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_piceacluster.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_ms37g7th9a	missing_file
c_piceacones.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_piceacones.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_1wc1vmdr1z	missing_file
c_stones.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_stones.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_7ikw2k50hn	missing_file
c_stones_small.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_stones_small.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_2k7qt1kdej	missing_file
c_twigs1.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_twigs1.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_vimnvrxkhl	missing_file
c_twigs2.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_twigs2.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_3dngzl4ubv	missing_file
c_volcanicstones_red.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_volcanicstones_red.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_r82y71yq8s	missing_file
c_volcanicstones_yellow.p3d	images/plants_sakhal/clutter/dzplants_sakhalclutterc_volcanicstones_yellow.p3d.jpeg	database/plants_sakhal/clutter/objects.json	dzobj_kj6t62n7pi	missing_file
b_piceaabies_1f_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkb_piceaabies_1f_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_oylghq3nf9	missing_file
b_piceaabies_1fb_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkb_piceaabies_1fb_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_y7n4694415	missing_file
d_piceaabies_fallen_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkd_piceaabies_fallen_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_kp6rrasg8u	missing_file
d_piceaabies_fallenb_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkd_piceaabies_fallenb_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_be36dwce7a	missing_file
d_piceaabies_fallenc_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkd_piceaabies_fallenc_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_l4gbjnq0n2	missing_file
d_piceaabies_fallene_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkd_piceaabies_fallend_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_njifwv0lff	missing_file
d_piceaabies_stump_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkd_piceaabies_stump_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_n63k9mepy6	missing_file
d_piceaabies_stumpb_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkd_piceaabies_stump_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_sus5odgr5b	missing_file
d_piceaabies_stumpc_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkd_piceaabies_stumpc_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_oepbtf86lr	missing_file
t_piceaabies_1f_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_1f_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_o85xrg0bsc	missing_file
t_piceaabies_1s_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_1s_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_8xbbo6b4t5	missing_file
t_piceaabies_1sb_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_1sb_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_fn27ex22y3	missing_file
t_piceaabies_2d_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_2d_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_dxq1scicz2	missing_file
t_piceaabies_2f_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_2f_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_qyytul6yaa	missing_file
t_piceaabies_2fb_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_2fb_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_iltpc73xvj	missing_file
t_piceaabies_2s_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_2s_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_z6a28ffj44	missing_file
t_piceaabies_2sb_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_2sb_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_jcti304mzx	missing_file
t_piceaabies_3d_dark.p3d	images/plants_sakhal/dark/dzplants_sakhaldarkt_piceaabies_3d_dark.p3d.jpeg	database/plants_sakhal/dark/objects.json	dzobj_lbxk1rjj7c	missing_file
b_betulahumilis_1s_latefall.p3d	images/plants_sakhal/latefall/dzplants_sakhallatefallb_betulahumilis_1s_latefall.p3d.jpeg	database/plants_sakhal/latefall/objects.json	dzobj_ysa7gxh15q	missing_file
b_betulanana_1s_latefall.p3d	images/plants_sakhal/latefall/dzplants_sakhallatefallb_betulanana_1s_latefall.p3d.jpeg	database/plants_sakhal/latefall/objects.json	dzobj_4et2lnhd2n	missing_file
b_betulapendula_1f_latefall.p3d	images/plants_sakhal/latefall/dzplants_sakhallatefallb_betulapendula_1f_latefall.p3d.jpeg	database/plants_sakhal/latefall/objects.json	dzobj_tc5wyrm8x8	missing_file
b_caraganaarborescens_2s_leafless.p3d	images/plants_sakhal/latefall/dzplants_sakhallatefallb_caraganaarborescens_2s_leafless.p3d.jpeg	database/plants_sakhal/latefall/objects.json	dzobj_wh93k9z8u6	missing_file
