sourceFile,index,id,object,inGameName,category,path,modelType,searchTags
database/gear/food/objects.json,162,dzobj_wdufdxytpn,,Parasol Mushroom,gear,dz/gear/food,Raw P3D,
database/gear/food/objects.json,163,dzobj_2k9t9xxd8i,,Oyster Mushroom,gear,dz/gear/food,Raw P3D,
database/gear/food/objects.json,167,dzobj_x7k1slcx4l,,Pepper,gear,dz/gear/food,Raw P3D,
database/gear/food/objects.json,168,dzobj_s9ibskfh1e,,-,gear,dz/gear/food,Raw P3D,
database/gear/food/objects.json,169,dzobj_8m96uie1od,,Bones,gear,dz/gear/food,Raw P3D,
database/gear/food/objects.json,176,dzobj_tpmka321aj,,Liberty Cap,gear,dz/gear/food,Raw P3D,
database/gear/food/objects.json,200,dzobj_fmmqj82pic,,Red Fox,gear,dz/gear/food,Raw P3D,
database/gear/medical/objects.json,37,dzobj_6hcikjxvss,,Blood Collection Kit,gear,dz/gear/medical,Raw P3D,
database/gear/medical/objects.json,45,dzobj_l1kuxxyika,,-,gear,dz/gear/medical,Raw P3D,
database/gear/medical/objects.json,48,dzobj_ob43kaxxma,,-,gear,dz/gear/medical,Raw P3D,
database/gear/medical/objects.json,49,dzobj_rn9erzb8sv,,-,gear,dz/gear/medical,Raw P3D,
database/gear/medical/objects.json,50,dzobj_t0eegtt7zg,,-,gear,dz/gear/medical,Raw P3D,
database/gear/medical/objects.json,53,dzobj_gl5mhj1q0l,,Medical Thermometer,gear,dz/gear/medical,Raw P3D,
database/gear/medical/objects.json,61,dzobj_yt8dwda7un,,IV Saline Bag,gear,dz/gear/medical,Raw P3D,
database/gear/medical/objects.json,63,dzobj_7fo4yd7qby,,Chlorine Tablets,gear,dz/gear/medical,Raw P3D,
database/gear/navigation/objects.json,7,dzobj_dokmmxlah9,,-,gear,dz/gear/navigation,Raw P3D,
database/gear/navigation/objects.json,8,dzobj_zmrjur3mxk,,-,gear,dz/gear/navigation,Raw P3D,
database/gear/navigation/objects.json,9,dzobj_ga14no1zkg,,Tourist Map,gear,dz/gear/navigation,Raw P3D,
database/gear/navigation/objects.json,10,dzobj_hhpym6zhgh,,-,gear,dz/gear/navigation,Raw P3D,
database/gear/tools/objects.json,66,dzobj_qmps6dn0gh,,Gun Cleaning Kit,gear,dz/gear/tools,Raw P3D,
database/gear/tools/objects.json,68,dzobj_ryyurq9sk7,,Field Shovel,gear,dz/gear/tools,Raw P3D,
database/gear/tools/objects.json,69,dzobj_876gl4yk33,,DoorTestCamera,gear,dz/gear/tools,Raw P3D,
database/gear/tools/objects.json,90,dzobj_zamiq9rl20,,-,gear,dz/gear/tools,Raw P3D,
database/gear/tools/objects.json,101,dzobj_q60sei5kjr,,-,gear,dz/gear/tools,Raw P3D,
database/gear/tools/objects.json,112,dzobj_apf44t9q2x,,-,gear,dz/gear/tools,Raw P3D,
database/gear/traps/objects.json,12,dzobj_ae96za80bm,,Snare Trap,gear,dz/gear/traps,Raw P3D,
database/gear/traps/objects.json,14,dzobj_q3ue4ij9vs,,-,gear,dz/gear/traps,Raw P3D,
database/plants/bush/objects.json,3,dzobj_es4j4w08ie,,-,plants,dz/plants/bush,Raw P3D,
database/plants/bush/objects.json,4,dzobj_zvhdj3rk4o,,-,plants,dz/plants/bush,Raw P3D,
database/presets/!Build template folder/objects.json,0,dzobj_xdjj5gh8eb,,,Preset,-,Preset,
database/presets/Cultist church/objects.json,0,dzobj_9f7nbt5jdb,,,Preset,-,Preset,
database/structures/industrial/Harbour/objects.json,36,dzobj_xkkknj28dr,,-,structures,dz/structures/industrial/harbour,Raw P3D,
database/structures/industrial/Harbour/objects.json,37,dzobj_brttkvslg4,,-,structures,dz/structures/industrial/harbour,Raw P3D,
database/structures/industrial/Harbour/objects.json,38,dzobj_pkk2wiqtqm,,-,structures,dz/structures/industrial/harbour,Raw P3D,
database/structures/industrial/Harbour/objects.json,58,dzobj_xsh8xa0oyf,,-,structures,dz/structures/industrial/harbour,Raw P3D,
database/structures/industrial/Misc/objects.json,42,dzobj_iswj5s7j9n,,-,structures,dz/structures/industrial/misc,Raw P3D,
database/structures/industrial/Misc/objects.json,62,dzobj_d8usutugnp,,-,structures,dz/structures/industrial/misc,Raw P3D,
database/structures/industrial/Misc/objects.json,63,dzobj_zeqc22evn1,,-,structures,dz/structures/industrial/misc,Raw P3D,
database/structures/residential/Misc/objects.json,160,dzobj_al7ei08pki,,-,structures,dz/structures/residential/misc,Raw P3D,
database/structures/residential/Misc/objects.json,162,dzobj_q6peiav1q3,,-,structures,dz/structures/residential/misc,Raw P3D,
database/structures/residential/Offices/objects.json,6,dzobj_ih3bencgbd,,-,structures,dz/structures/residential/offices,Raw P3D,
database/structures/residential/Platforms/objects.json,24,dzobj_2bswj6dlte,,-,structures,dz/structures/residential/platforms,Raw P3D,
database/structures/residential/Platforms/objects.json,33,dzobj_appgznc1tz,,-,structures,dz/structures/residential/platforms,Raw P3D,
database/structures/residential/Sheds/objects.json,1,dzobj_kuc547hsig,,-,structures,dz/structures/residential/sheds,Raw P3D,
database/structures/residential/Tenements/objects.json,0,dzobj_srylzbyhdg,,-,structures,dz/structures/residential/tenements,Raw P3D,
database/structures/residential/Tenements/objects.json,1,dzobj_magdj6vy88,,-,structures,dz/structures/residential/tenements,Raw P3D,
database/structures/roads/Decals/objects.json,33,dzobj_801vq0rf66,,-,structures,dz/structures/roads/decals,Config,
database/structures/roads/Decals/objects.json,35,dzobj_sh1p3v6ga7,,-,structures,dz/structures/roads/decals,Config,
database/structures/roads/Decals/objects.json,42,dzobj_7meafp8nxl,,-,structures,dz/structures/roads/decals,Config,
database/structures/roads/Decals/objects.json,43,dzobj_3trxw0ucvu,,-,structures,dz/structures/roads/decals,Config,
database/structures/roads/Decals/objects.json,44,dzobj_puaaeel67p,,-,structures,dz/structures/roads/decals,Config,
database/structures/roads/Decals/objects.json,45,dzobj_abxcqfze9m,,-,structures,dz/structures/roads/decals,Config,
database/structures/roads/Decals/objects.json,54,dzobj_dlbmt0dvgm,,-,structures,dz/structures/roads/decals,Raw P3D,
database/structures/roads/Decals/objects.json,80,dzobj_gzql8z88lk,,-,structures,dz/structures/roads/decals,Raw P3D,
database/structures/roads/Decals/objects.json,81,dzobj_m94nyvl7an,,-,structures,dz/structures/roads/decals,Raw P3D,
database/structures/roads/Decals/objects.json,82,dzobj_szg2f1n5dh,,-,structures,dz/structures/roads/decals,Raw P3D,
database/structures/roads/Decals/objects.json,83,dzobj_uxnitkmzbs,,-,structures,dz/structures/roads/decals,Raw P3D,
database/structures/roads/Panels/objects.json,11,dzobj_er10z4xw3x,,-,structures,dz/structures/roads/panels,Raw P3D,
database/structures/roads/Panels/objects.json,14,dzobj_fq7dlhmall,,-,structures,dz/structures/roads/panels,Raw P3D,
database/structures/roads/Panels/objects.json,17,dzobj_hccpwrcoaq,,-,structures,dz/structures/roads/panels,Raw P3D,
database/structures/roads/Panels/objects.json,20,dzobj_zmdzqfuhx0,,-,structures,dz/structures/roads/panels,Raw P3D,
database/structures/roads/Parts/objects.json,55,dzobj_a63blcnn4t,,-,structures,dz/structures/roads/parts,Config,
database/structures/roads/Parts/objects.json,56,dzobj_iij8m3e5cu,,-,structures,dz/structures/roads/parts,Config,
database/structures/roads/Parts/objects.json,57,dzobj_0gpgighfu6,,-,structures,dz/structures/roads/parts,Config,
database/structures/roads/Parts/objects.json,110,dzobj_ew0bwsratm,,-,structures,dz/structures/roads/parts,Config,
database/structures/roads/Parts/objects.json,111,dzobj_q9n8289rak,,-,structures,dz/structures/roads/parts,Config,
database/structures/roads/Parts/objects.json,112,dzobj_9h66vv6v4j,,-,structures,dz/structures/roads/parts,Config,
database/structures/roads/Parts/objects.json,134,dzobj_vpbbt2q2gc,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,135,dzobj_ukfmejjl44,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,136,dzobj_vbhxgzf51v,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,137,dzobj_edr3gmdhoz,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,138,dzobj_j23j26wea1,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,139,dzobj_fjtr57d1ce,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,140,dzobj_rh40q8q38a,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,141,dzobj_f0n1v59kep,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,142,dzobj_b58t8fouk8,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,143,dzobj_czlenupk5o,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,144,dzobj_7fk47pbibr,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,145,dzobj_j1roxlxzw1,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,146,dzobj_1tpj1v5cbf,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,147,dzobj_if8ljtsqme,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,148,dzobj_q7ca1026vy,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,149,dzobj_dc1rvi0c05,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,150,dzobj_9ngbdceqo3,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,151,dzobj_bzegezprc9,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,152,dzobj_1v2pfs1kbw,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,153,dzobj_20v98mrcjf,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,154,dzobj_p1rtiudvcj,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,155,dzobj_5rvddzimpa,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,156,dzobj_0thsw2y317,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,157,dzobj_zwgknr8iq4,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,158,dzobj_lznbd6fqt9,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,159,dzobj_oluoj5stvm,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,160,dzobj_fl8nv6acwj,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,161,dzobj_pm9gn1rg5h,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,162,dzobj_9ftra6v12q,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,163,dzobj_3w5wsfd2kt,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,164,dzobj_ass0julj0z,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,165,dzobj_thk59bm98y,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,166,dzobj_78lmps69qd,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,167,dzobj_xkkv4klmoe,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,168,dzobj_boam15u4ui,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,169,dzobj_jn1210jfzd,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,170,dzobj_v3lh5dc5ue,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,171,dzobj_n3wz350q43,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,172,dzobj_l37smjdcoa,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,173,dzobj_642er9ng1z,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,174,dzobj_uawptm48i0,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,175,dzobj_3rpo8ngik4,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,176,dzobj_h15rj6foy4,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,177,dzobj_zxhw5rxid4,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,178,dzobj_u2uzl6kqxy,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,179,dzobj_qynevucri7,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,180,dzobj_5iqh6xs9sk,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,181,dzobj_e4mwex1jcd,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,182,dzobj_kv8skh264k,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,183,dzobj_6x2twusjxf,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,184,dzobj_c1t9o1pd8x,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,185,dzobj_swkr7exavm,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,186,dzobj_9ue3go6fd9,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,187,dzobj_2jzsw8i54j,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,188,dzobj_iz5xrk7sta,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,189,dzobj_42rhvghy5l,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,190,dzobj_5rnw7n8i5r,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,191,dzobj_xvsv6n0cq5,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,192,dzobj_g3b7e0eky1,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,193,dzobj_zzsp5f3x2k,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,194,dzobj_yezohwblo9,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,195,dzobj_e4vhs9k6vg,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,196,dzobj_nr57yh6rh4,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,197,dzobj_6hfub7why9,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,198,dzobj_hhrw6u8w87,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,199,dzobj_3mkvf0vcid,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,200,dzobj_qsk6nsjrzm,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,201,dzobj_fdiwzwwyaz,,-,structures,dz/structures/roads/parts,Raw P3D,
database/structures/roads/Parts/objects.json,202,dzobj_85p43l4595,,-,structures,dz/structures/roads/parts,Raw P3D,
