file,line,issue,detail
database/characters/tops/objects.json,2330,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2341,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2352,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2363,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2374,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2385,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2396,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2407,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2418,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2429,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2440,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2451,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2462,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2473,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2484,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2495,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2506,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2517,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2528,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2539,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2550,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2561,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2572,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2583,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2594,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2605,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2616,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2627,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2638,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2649,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2660,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2671,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2682,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2693,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2704,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2715,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2726,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2737,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2748,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2759,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2770,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2781,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2792,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2803,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2814,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2825,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2836,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2847,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2858,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2869,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2880,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2891,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2902,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2913,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2924,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2935,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2946,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2957,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2968,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2979,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,2990,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3001,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3012,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3023,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3034,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3045,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3056,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3067,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3078,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3089,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3100,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3111,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3122,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3133,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3144,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3155,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3166,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3177,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3188,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3199,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3210,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3221,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3232,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3243,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3254,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3265,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3276,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3287,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3298,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3309,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3320,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3331,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3342,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3353,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3364,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3375,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3386,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3397,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3408,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3419,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3430,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3441,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3452,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3463,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3474,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3485,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3496,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3507,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3518,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3529,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3540,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3551,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3562,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3573,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3584,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3595,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3606,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3617,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3628,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3639,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3650,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3661,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3672,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3683,match_to_config_leftover,"""searchTags"": ""[MATCH TO CONFIG], loot, clothing, clothes"","
database/characters/tops/objects.json,3,missing_image_file,MaleTorso_Base -> images/characters/tops/maletorso_base.jpg
database/characters/tops/objects.json,14,missing_image_file,FemaleTorso_Base -> images/characters/tops/femaletorso_base.jpg
database/characters/tops/objects.json,25,missing_image_file,DownJacket_Blue -> images/characters/tops/downjacket_blue/downjacket_blue.jpg
database/characters/tops/objects.json,36,missing_image_file,DownJacket_Green -> images/characters/tops/downjacket_green/downjacket_green.jpg
database/characters/tops/objects.json,47,missing_image_file,DownJacket_Orange -> images/characters/tops/downjacket_orange/downjacket_orange.jpg
database/characters/tops/objects.json,58,missing_image_file,DownJacket_Red -> images/characters/tops/downjacket_red/downjacket_red.jpg
database/characters/tops/objects.json,69,missing_image_file,Armband_Altis -> images/characters/tops/armband_altis/armband_altis.jpg
database/characters/tops/objects.json,80,missing_image_file,Armband_APA -> images/characters/tops/armband_apa/armband_apa.jpg
database/characters/tops/objects.json,91,missing_image_file,Armband_BabyDeer -> images/characters/tops/armband_babydeer/armband_babydeer.jpg
database/characters/tops/objects.json,102,missing_image_file,Armband_Bear -> images/characters/tops/armband_bear/armband_bear.jpg
database/characters/tops/objects.json,113,missing_image_file,Armband_Black -> images/characters/tops/armband_black/armband_black.jpg
database/characters/tops/objects.json,124,missing_image_file,Armband_Blue -> images/characters/tops/armband_blue/armband_blue.jpg
database/characters/tops/objects.json,135,missing_image_file,Armband_Bohemia -> images/characters/tops/armband_bohemia/armband_bohemia.jpg
database/characters/tops/objects.json,146,missing_image_file,Armband_BrainZ -> images/characters/tops/armband_brainz/armband_brainz.jpg
database/characters/tops/objects.json,157,missing_image_file,Armband_Cannibals -> images/characters/tops/armband_cannibals/armband_cannibals.jpg
database/characters/tops/objects.json,168,missing_image_file,Armband_CDF -> images/characters/tops/armband_cdf/armband_cdf.jpg
database/characters/tops/objects.json,179,missing_image_file,Armband_Chedaki -> images/characters/tops/armband_chedaki/armband_chedaki.jpg
database/characters/tops/objects.json,190,missing_image_file,Armband_CHEL -> images/characters/tops/armband_chel/armband_chel.jpg
database/characters/tops/objects.json,201,missing_image_file,Armband_Chernarus -> images/characters/tops/armband_chernarus/armband_chernarus.jpg
database/characters/tops/objects.json,212,missing_image_file,Armband_CMC -> images/characters/tops/armband_cmc/armband_cmc.jpg
database/characters/tops/objects.json,223,missing_image_file,Armband_Crook -> images/characters/tops/armband_crook/armband_crook.jpg
database/characters/tops/objects.json,234,missing_image_file,Armband_DayZ -> images/characters/tops/armband_dayz/armband_dayz.jpg
database/characters/tops/objects.json,245,missing_image_file,Armband_Green -> images/characters/tops/armband_green/armband_green.jpg
database/characters/tops/objects.json,256,missing_image_file,Armband_HunterZ -> images/characters/tops/armband_hunterz/armband_hunterz.jpg
database/characters/tops/objects.json,267,missing_image_file,Armband_Livonia -> images/characters/tops/armband_livonia/armband_livonia.jpg
database/characters/tops/objects.json,278,missing_image_file,Armband_LivoniaArmy -> images/characters/tops/armband_livoniaarmy/armband_livoniaarmy.jpg
database/characters/tops/objects.json,289,missing_image_file,Armband_LivoniaPolice -> images/characters/tops/armband_livoniapolice/armband_livoniapolice.jpg
database/characters/tops/objects.json,300,missing_image_file,Armband_NAPA -> images/characters/tops/armband_napa/armband_napa.jpg
database/characters/tops/objects.json,311,missing_image_file,Armband_NSahrani -> images/characters/tops/armband_nsahrani/armband_nsahrani.jpg
database/characters/tops/objects.json,322,missing_image_file,Armband_Orange -> images/characters/tops/armband_orange/armband_orange.jpg
database/characters/tops/objects.json,333,missing_image_file,Armband_Pink -> images/characters/tops/armband_pink/armband_pink.jpg
database/characters/tops/objects.json,344,missing_image_file,Armband_Pirates -> images/characters/tops/armband_pirates/armband_pirates.jpg
database/characters/tops/objects.json,355,missing_image_file,Armband_Red -> images/characters/tops/armband_red/armband_red.jpg
database/characters/tops/objects.json,366,missing_image_file,Armband_Refuge -> images/characters/tops/armband_refuge/armband_refuge.jpg
database/characters/tops/objects.json,377,missing_image_file,Armband_Rex -> images/characters/tops/armband_rex/armband_rex.jpg
database/characters/tops/objects.json,388,missing_image_file,Armband_Rooster -> images/characters/tops/armband_rooster/armband_rooster.jpg
database/characters/tops/objects.json,399,missing_image_file,Armband_RSTA -> images/characters/tops/armband_rsta/armband_rsta.jpg
database/characters/tops/objects.json,410,missing_image_file,Armband_Snake -> images/characters/tops/armband_snake/armband_snake.jpg
database/characters/tops/objects.json,421,missing_image_file,Armband_SSahrani -> images/characters/tops/armband_ssahrani/armband_ssahrani.jpg
database/characters/tops/objects.json,432,missing_image_file,Armband_TEC -> images/characters/tops/armband_tec/armband_tec.jpg
database/characters/tops/objects.json,443,missing_image_file,Armband_UEC -> images/characters/tops/armband_uec/armband_uec.jpg
database/characters/tops/objects.json,454,missing_image_file,Armband_White -> images/characters/tops/armband_white/armband_white.jpg
database/characters/tops/objects.json,465,missing_image_file,Armband_Wolf -> images/characters/tops/armband_wolf/armband_wolf.jpg
database/characters/tops/objects.json,476,missing_image_file,Armband_Yellow -> images/characters/tops/armband_yellow/armband_yellow.jpg
database/characters/tops/objects.json,487,missing_image_file,Armband_Zagorky -> images/characters/tops/armband_zagorky/armband_zagorky.jpg
database/characters/tops/objects.json,498,missing_image_file,Armband_Zenit -> images/characters/tops/armband_zenit/armband_zenit.jpg
database/characters/tops/objects.json,509,missing_image_file,Sweater_Blue -> images/characters/tops/sweater_blue/sweater_blue.jpg
database/characters/tops/objects.json,520,missing_image_file,Sweater_ChristmasColorbase -> images/characters/tops/sweater_christmascolorbase/sweater_christmascolorbase.jpg
database/characters/tops/objects.json,531,missing_image_file,Sweater_Gray -> images/characters/tops/sweater_gray/sweater_gray.jpg
database/characters/tops/objects.json,542,missing_image_file,Sweater_Green -> images/characters/tops/sweater_green/sweater_green.jpg
database/characters/tops/objects.json,553,missing_image_file,Sweater_Red -> images/characters/tops/sweater_red/sweater_red.jpg
database/characters/tops/objects.json,564,missing_image_file,Shirt_BlueCheck -> images/characters/tops/shirt_bluecheck/shirt_bluecheck.jpg
database/characters/tops/objects.json,575,missing_image_file,Shirt_BlueCheckBright -> images/characters/tops/shirt_bluecheckbright/shirt_bluecheckbright.jpg
database/characters/tops/objects.json,586,missing_image_file,Shirt_GreenCheck -> images/characters/tops/shirt_greencheck/shirt_greencheck.jpg
database/characters/tops/objects.json,597,missing_image_file,Shirt_PlaneBlack -> images/characters/tops/shirt_planeblack/shirt_planeblack.jpg
database/characters/tops/objects.json,608,missing_image_file,Shirt_RedCheck -> images/characters/tops/shirt_redcheck/shirt_redcheck.jpg
database/characters/tops/objects.json,619,missing_image_file,Shirt_WhiteCheck -> images/characters/tops/shirt_whitecheck/shirt_whitecheck.jpg
database/characters/tops/objects.json,630,missing_image_file,Tshirt_10thAnniversary -> images/characters/tops/tshirt_10thanniversary/tshirt_10thanniversary.jpg
database/characters/tops/objects.json,641,missing_image_file,TShirt_Beige -> images/characters/tops/tshirt_beige/tshirt_beige.jpg
database/characters/tops/objects.json,652,missing_image_file,TShirt_Black -> images/characters/tops/tshirt_black/tshirt_black.jpg
database/characters/tops/objects.json,663,missing_image_file,TShirt_Blue -> images/characters/tops/tshirt_blue/tshirt_blue.jpg
database/characters/tops/objects.json,674,missing_image_file,TShirt_Dyed -> images/characters/tops/tshirt_dyed/tshirt_dyed.jpg
database/characters/tops/objects.json,685,missing_image_file,TShirt_Green -> images/characters/tops/tshirt_green/tshirt_green.jpg
database/characters/tops/objects.json,696,missing_image_file,TShirt_Grey -> images/characters/tops/tshirt_grey/tshirt_grey.jpg
database/characters/tops/objects.json,707,missing_image_file,TShirt_OrangeWhiteStripes -> images/characters/tops/tshirt_orangewhitestripes/tshirt_orangewhitestripes.jpg
database/characters/tops/objects.json,718,missing_image_file,TShirt_Red -> images/characters/tops/tshirt_red/tshirt_red.jpg
database/characters/tops/objects.json,729,missing_image_file,TShirt_RedBlackStripes -> images/characters/tops/tshirt_redblackstripes/tshirt_redblackstripes.jpg
database/characters/tops/objects.json,740,missing_image_file,TShirt_White -> images/characters/tops/tshirt_white/tshirt_white.jpg
database/characters/tops/objects.json,751,missing_image_file,Hoodie_Black -> images/characters/tops/hoodie_black/hoodie_black.jpg
database/characters/tops/objects.json,762,missing_image_file,Hoodie_Blue -> images/characters/tops/hoodie_blue/hoodie_blue.jpg
