class_name,file_path
mushroom_macrolepiota.p3d,database/gear/food/objects.json
mushroom_pleurotus.p3d,database/gear/food/objects.json
pepper_green.p3d,database/gear/food/objects.json
pepper_green_rotten.p3d,database/gear/food/objects.json
pile_of_bones.p3d,database/gear/food/objects.json
psilocybe_semilanceata.p3d,database/gear/food/objects.json
salty_chips.p3d,database/gear/food/objects.json
salty_crackers.p3d,database/gear/food/objects.json
sambucus_nigra.p3d,database/gear/food/objects.json
spaghetti.p3d,database/gear/food/objects.json
spaghetti_open.p3d,database/gear/food/objects.json
tuna.p3d,database/gear/food/objects.json
tuna_open.p3d,database/gear/food/objects.json
vulpes_vulpes_dead.p3d,database/gear/food/objects.json
55galdrum.p3d,database/gear/containers/objects.json
christmasbox1.p3d,database/gear/containers/objects.json
christmasbox2.p3d,database/gear/containers/objects.json
christmasbox3.p3d,database/gear/containers/objects.json
fridge.p3d,database/gear/containers/objects.json
protector_case.p3d,database/gear/containers/objects.json
scientificcase.p3d,database/gear/containers/objects.json
teddybear.p3d,database/gear/containers/objects.json
wallet.p3d,database/gear/containers/objects.json
waterproofbag.p3d,database/gear/containers/objects.json
advanced_spear.p3d,database/gear/crafting/objects.json
opticview_rangefinder.p3d,database/gear/optics/objects.json
opticview_rangefinder_new.p3d,database/gear/optics/objects.json
9v_battery.p3d,database/gear/consumables/objects.json
arrow_feather.p3d,database/gear/consumables/objects.json
arrow_shaft.p3d,database/gear/consumables/objects.json
bandanafh_ground.p3d,database/gear/consumables/objects.json
batteryd.p3d,database/gear/consumables/objects.json
birch_bark.p3d,database/gear/consumables/objects.json
chemlight.p3d,database/gear/consumables/objects.json
firewood.p3d,database/gear/consumables/objects.json
gascannisterlarge.p3d,database/gear/consumables/objects.json
gascannistermedium.p3d,database/gear/consumables/objects.json
gascannistersmall.p3d,database/gear/consumables/objects.json
metal_sheets.p3d,database/gear/consumables/objects.json
metal_sheet_pile.p3d,database/gear/consumables/objects.json
nails_box.p3d,database/gear/consumables/objects.json
nails_loose_10.p3d,database/gear/consumables/objects.json
oak_bark.p3d,database/gear/consumables/objects.json
oil_bottle.p3d,database/gear/consumables/objects.json
pelt_bear.p3d,database/gear/consumables/objects.json
pelt_bull.p3d,database/gear/consumables/objects.json
pelt_cow.p3d,database/gear/consumables/objects.json
pelt_deer.p3d,database/gear/consumables/objects.json
pelt_deer_fem.p3d,database/gear/consumables/objects.json
pelt_fox.p3d,database/gear/consumables/objects.json
pelt_goat.p3d,database/gear/consumables/objects.json
pelt_horse.p3d,database/gear/consumables/objects.json
pelt_mouflon.p3d,database/gear/consumables/objects.json
pelt_pig.p3d,database/gear/consumables/objects.json
pelt_rabbit.p3d,database/gear/consumables/objects.json
pelt_reindeer.p3d,database/gear/consumables/objects.json
pelt_sheep.p3d,database/gear/consumables/objects.json
pelt_wildboar.p3d,database/gear/consumables/objects.json
pelt_wolf.p3d,database/gear/consumables/objects.json
pile_of_planks.p3d,database/gear/consumables/objects.json
pile_of_planks_high.p3d,database/gear/consumables/objects.json
pile_of_planks_low.p3d,database/gear/consumables/objects.json
pile_of_planks_medium.p3d,database/gear/consumables/objects.json
pile_of_planks_small.p3d,database/gear/consumables/objects.json
rags.p3d,database/gear/consumables/objects.json
single_metal_sheet.p3d,database/gear/consumables/objects.json
single_plank.p3d,database/gear/consumables/objects.json
spraycan.p3d,database/gear/consumables/objects.json
b_crataeguslaevigata_1s.p3d,database/plants/bush/objects.json
b_crataeguslaevigata_2s.p3d,database/plants/bush/objects.json
misc_well.p3d,database/structures/residential/Misc/objects.json
misc_well_pump_yellow.p3d,database/structures/residential/Misc/objects.json
platform1_staris_block.p3d,database/structures/residential/Platforms/objects.json
platform2_staris_block.p3d,database/structures/residential/Platforms/objects.json
shed_m2.p3d,database/structures/residential/Sheds/objects.json
tenement_big_entry.p3d,database/structures/residential/Tenements/objects.json
tenement_small_entry.p3d,database/structures/residential/Tenements/objects.json
office_municipal2_archway.p3d,database/structures/residential/Offices/objects.json
misc_coil.p3d,database/structures/industrial/Misc/objects.json
misc_timbers3.p3d,database/structures/industrial/Misc/objects.json
misc_timbers4.p3d,database/structures/industrial/Misc/objects.json
pier_concrete1_l.p3d,database/structures/industrial/Harbour/objects.json
pier_concrete1_l10.p3d,database/structures/industrial/Harbour/objects.json
pier_concrete1_l30.p3d,database/structures/industrial/Harbour/objects.json
pier_wooden1_pillars.p3d,database/structures/industrial/Harbour/objects.json
boat_small1.p3d,database/structures/wrecks/Ships/objects.json
boat_small2.p3d,database/structures/wrecks/Ships/objects.json
boat_small3.p3d,database/structures/wrecks/Ships/objects.json
ship_big_backa.p3d,database/structures/wrecks/Ships/objects.json
ship_big_backb.p3d,database/structures/wrecks/Ships/objects.json
ship_big_castle.p3d,database/structures/wrecks/Ships/objects.json
ship_big_fronta.p3d,database/structures/wrecks/Ships/objects.json
ship_big_frontb.p3d,database/structures/wrecks/Ships/objects.json
ship_big_lifeboat.p3d,database/structures/wrecks/Ships/objects.json
ship_medium_back.p3d,database/structures/wrecks/Ships/objects.json
ship_medium_front.p3d,database/structures/wrecks/Ships/objects.json
wreck_c130j.p3d,database/structures/wrecks/Aircraft/objects.json
wreck_c130j_2.p3d,database/structures/wrecks/Aircraft/objects.json
wreck_c130j_cargo.p3d,database/structures/wrecks/Aircraft/objects.json
wreck_baler.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_bmp1.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_bmp1_noplacement.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_bmp2.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_brdm.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_bulldozer.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_caravan_mrust.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_caravan_wbrown.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_caravan_wgreen.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_decal_big.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_decal_big_nolc.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_decal_small1.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_decal_small1_nolc.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_decal_small2.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_decal_small2_nolc.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_digger.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_harverster.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_harvester_head_trailer.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban1_blue.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban1_green.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban1_police.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban1_white.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban2_blue.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban2_green.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban2_police.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb01_aban2_white.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb02_aban1_black.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb02_aban1_blue.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb02_aban1_red.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb02_aban2_black.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb02_aban2_blue.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hb02_aban2_red.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_hmmwv.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_ikarus.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_lada_red.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_offroad02_aban1.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_offroad02_aban2.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_powgen.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_s1023_beige.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_s120_red.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban1_black.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban1_police.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban1_white.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban1_wine.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban2_black.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban2_police.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban2_white.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed01_aban2_wine.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed02_aban1_grey.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed02_aban1_red.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed02_aban1_yellow.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed02_aban2_grey.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed02_aban2_red.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_sed02_aban2_yellow.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_t72_chassis.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_t72_turret.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_trailer_cistern.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_trailer_closed.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_trailer_flat.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban1_blue.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban1_command.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban1_firetruck.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban1_green.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban1_orange.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban2_blue.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban2_command.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban2_firetruck.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban2_green.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_truck01_aban2_orange.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_uaz.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_ural.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_volha_grey.p3d,database/structures/wrecks/Vehicles/objects.json
wreck_volha_police.p3d,database/structures/wrecks/Vehicles/objects.json
train_742_blue.p3d,database/structures/wrecks/Trains/objects.json
train_742_red.p3d,database/structures/wrecks/Trains/objects.json
train_wagon_flat.p3d,database/structures/wrecks/Trains/objects.json
train_wagon_tanker.p3d,database/structures/wrecks/Trains/objects.json
cemetery_fence1.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_fence2.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_fence3.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_fence4.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_fence_straight.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_grave1.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_grave2.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_grave3.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_grave4.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_smallcross.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_smallcross2.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone1.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone10.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone11.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone12.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone13.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone14.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone2.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone3.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone4.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone5.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone5_damaged.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone6.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone7.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone8.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone8_damaged.p3d,database/structures/specific/Cemeteries/objects.json
cemetery_tombstone9.p3d,database/structures/specific/Cemeteries/objects.json
ruin_busstop_village2.p3d,database/structures_bliss/ruins/objects.json
ruin_camp_house.p3d,database/structures_bliss/ruins/objects.json
ruin_chapel2_white.p3d,database/structures_bliss/ruins/objects.json
ruin_chapel2_yellow.p3d,database/structures_bliss/ruins/objects.json
ruin_church2.p3d,database/structures_bliss/ruins/objects.json
ruin_church2_noivy.p3d,database/structures_bliss/ruins/objects.json
ruin_highway_pillar1.p3d,database/structures_bliss/ruins/objects.json
ruin_housebig1_noivy.p3d,database/structures_bliss/ruins/objects.json
ruin_housebig1_noivy_half.p3d,database/structures_bliss/ruins/objects.json
ruin_housebig2_noivy.p3d,database/structures_bliss/ruins/objects.json
ruin_housebig2_noivy_half.p3d,database/structures_bliss/ruins/objects.json
ruin_housebig3_noivy.p3d,database/structures_bliss/ruins/objects.json
ruin_housebig3_noivy_half.p3d,database/structures_bliss/ruins/objects.json
ruin_housesmall1_half.p3d,database/structures_bliss/ruins/objects.json
ruin_housesmall1_noivy.p3d,database/structures_bliss/ruins/objects.json
ruin_housesmall1_noivy_half.p3d,database/structures_bliss/ruins/objects.json
ruin_housesmall2_noivy.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1b01.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w01.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w02.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w03.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w04.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w05.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w06.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w07.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w08.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w09.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w10.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w11.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w12.p3d,database/structures_bliss/ruins/objects.json
ruin_house_1w13.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2b01.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2b02.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2b03.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2b04.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2w01.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2w02.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2w03.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2w04.p3d,database/structures_bliss/ruins/objects.json
ruin_house_2w05.p3d,database/structures_bliss/ruins/objects.json
ruin_mil_controltower.p3d,database/structures_bliss/ruins/objects.json
ruin_mil_guardbox_brown.p3d,database/structures_bliss/ruins/objects.json
ruin_mil_guardbox_green.p3d,database/structures_bliss/ruins/objects.json
ruin_mil_guardbox_smooth.p3d,database/structures_bliss/ruins/objects.json
ruin_shed_closed.p3d,database/structures_bliss/ruins/objects.json
ruin_shed_closed2.p3d,database/structures_bliss/ruins/objects.json
ruin_slum_house2.p3d,database/structures_bliss/ruins/objects.json
ruin_slum_house3.p3d,database/structures_bliss/ruins/objects.json
ruin_slum_house4.p3d,database/structures_bliss/ruins/objects.json
ruin_smokestack_metal.p3d,database/structures_bliss/ruins/objects.json
garbage_bin2.p3d,database/structures_bliss/residential/Misc/objects.json
garbage_container2_closed.p3d,database/structures_bliss/residential/Misc/objects.json
garbage_container2_open.p3d,database/structures_bliss/residential/Misc/objects.json
garbage_pile7.p3d,database/structures_bliss/residential/Misc/objects.json
garbage_pile8.p3d,database/structures_bliss/residential/Misc/objects.json
lamp_decorative.p3d,database/structures_bliss/residential/Misc/objects.json
lamp_halogen.p3d,database/structures_bliss/residential/Misc/objects.json
lamp_harbour.p3d,database/structures_bliss/residential/Misc/objects.json
lamp_stadium.p3d,database/structures_bliss/residential/Misc/objects.json
misc_bench6.p3d,database/structures_bliss/residential/Misc/objects.json
misc_bench7.p3d,database/structures_bliss/residential/Misc/objects.json
misc_bench8.p3d,database/structures_bliss/residential/Misc/objects.json
misc_bench9.p3d,database/structures_bliss/residential/Misc/objects.json
misc_gasmetercabinet.p3d,database/structures_bliss/residential/Misc/objects.json
misc_mysteriousbell.p3d,database/structures_bliss/residential/Misc/objects.json
misc_sewercover.p3d,database/structures_bliss/residential/Misc/objects.json
misc_table_large.p3d,database/structures_bliss/residential/Misc/objects.json
misc_table_large_spawn.p3d,database/structures_bliss/residential/Misc/objects.json
misc_table_market.p3d,database/structures_bliss/residential/Misc/objects.json
misc_table_market_spawn.p3d,database/structures_bliss/residential/Misc/objects.json
misc_woodencrate.p3d,database/structures_bliss/residential/Misc/objects.json
misc_woodencrate_3x.p3d,database/structures_bliss/residential/Misc/objects.json
misc_woodencrate_5x.p3d,database/structures_bliss/residential/Misc/objects.json
city_policestation_enoch.p3d,database/structures_bliss/residential/Police/objects.json
misc_cinderblocks.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_haybale_packed.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_haybale_packed_stack.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_surveymarker_cover.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_surveymarker_post.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_surveymarker_rod.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_tire.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_tirepile_large.p3d,database/structures_bliss/industrial/Misc/objects.json
misc_transformer.p3d,database/structures_bliss/industrial/Misc/objects.json
bed_large_metal.p3d,database/structures_bliss/ruins/Proxy/objects.json
bed_large_metal_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
bed_large_metal_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
carpet_big_dirty.p3d,database/structures_bliss/ruins/Proxy/objects.json
carpet_big_dirty2.p3d,database/structures_bliss/ruins/Proxy/objects.json
case_bedroom_a.p3d,database/structures_bliss/ruins/Proxy/objects.json
case_bedroom_b.p3d,database/structures_bliss/ruins/Proxy/objects.json
chair.p3d,database/structures_bliss/ruins/Proxy/objects.json
chair_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
chair_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
chair_leisure.p3d,database/structures_bliss/ruins/Proxy/objects.json
chair_leisure_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
chair_leisure_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
classroom_case_a.p3d,database/structures_bliss/ruins/Proxy/objects.json
classroom_case_a_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
classroom_case_a_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
classroom_case_b.p3d,database/structures_bliss/ruins/Proxy/objects.json
classroom_case_b_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
classroom_case_b_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
drapes_long_torn.p3d,database/structures_bliss/ruins/Proxy/objects.json
drapes_torn.p3d,database/structures_bliss/ruins/Proxy/objects.json
flowerpot.p3d,database/structures_bliss/ruins/Proxy/objects.json
lobby_table.p3d,database/structures_bliss/ruins/Proxy/objects.json
piano_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
picture_a.p3d,database/structures_bliss/ruins/Proxy/objects.json
picture_b.p3d,database/structures_bliss/ruins/Proxy/objects.json
picture_c.p3d,database/structures_bliss/ruins/Proxy/objects.json
picture_d.p3d,database/structures_bliss/ruins/Proxy/objects.json
picture_e.p3d,database/structures_bliss/ruins/Proxy/objects.json
picture_f.p3d,database/structures_bliss/ruins/Proxy/objects.json
picture_g.p3d,database/structures_bliss/ruins/Proxy/objects.json
racks.p3d,database/structures_bliss/ruins/Proxy/objects.json
racks_broken.p3d,database/structures_bliss/ruins/Proxy/objects.json
racks_crushed.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_church2_01_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_church2_02_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_church2_03_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_church2_04_proxy.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_church2_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig1_half_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig1_half_proxy_overgrowth.p3d,database/structures_bliss/ruins/Proxy/objects.json
ruin_housebig1_proxy_01.p3d,database/structures_bliss/ruins/Proxy/objects.json
